meta1_3	gi|909637279|emb|LN713527.1|	100.000	100	0	0	1	100	501	600	4.25e-50	185
meta1_3	gi|909637233|emb|LN713504.1|	100.000	100	0	0	1	100	504	603	4.25e-50	185
meta1_3	gi|909637226|emb|LN713501.1|	100.000	100	0	0	1	100	501	600	4.25e-50	185
meta1_3	gi|909637271|emb|LN713523.1|	99.000	100	1	0	1	100	498	597	1.98e-48	180
meta1_3	gi|909637265|emb|LN713520.1|	99.000	100	1	0	1	100	495	594	1.98e-48	180
meta1_3	gi|909637251|emb|LN713513.1|	99.000	100	1	0	1	100	504	603	1.98e-48	180
meta1_3	gi|909637273|emb|LN713524.1|	98.000	100	2	0	1	100	498	597	9.21e-47	174
meta1_3	gi|909637255|emb|LN713515.1|	98.000	100	2	0	1	100	498	597	9.21e-47	174
meta1_5	gi|909637251|emb|LN713513.1|	100.000	100	0	0	1	100	426	525	4.25e-50	185
meta1_5	gi|909637226|emb|LN713501.1|	100.000	100	0	0	1	100	423	522	4.25e-50	185
meta1_5	gi|909637271|emb|LN713523.1|	99.000	100	1	0	1	100	420	519	1.98e-48	180
meta1_5	gi|909637265|emb|LN713520.1|	97.000	100	3	0	1	100	417	516	4.28e-45	169
meta1_5	gi|909637255|emb|LN713515.1|	97.000	100	3	0	1	100	420	519	4.28e-45	169
meta1_5	gi|909637279|emb|LN713527.1|	96.000	100	4	0	1	100	423	522	1.99e-43	163
meta1_5	gi|909637273|emb|LN713524.1|	96.000	100	4	0	1	100	420	519	1.99e-43	163
meta1_5	gi|909637233|emb|LN713504.1|	96.000	100	4	0	1	100	426	525	1.99e-43	163
meta1_5	gi|909637261|emb|LN713518.1|	94.000	100	6	0	1	100	426	525	4.31e-40	152
meta1_5	gi|909637247|emb|LN713511.1|	94.000	100	6	0	1	100	420	519	4.31e-40	152
meta1_5	gi|909637277|emb|LN713526.1|	93.548	93	6	0	1	93	420	512	3.36e-36	139
meta1_5	gi|909637275|emb|LN713525.1|	93.548	93	6	0	1	93	423	515	3.36e-36	139
meta1_5	gi|193525394|gb|EU748937.1|	93.548	93	6	0	1	93	423	515	3.36e-36	139
meta1_5	gi|909637259|emb|LN713517.1|	92.473	93	7	0	1	93	417	509	1.56e-34	134
meta1_5	gi|909637239|emb|LN713507.1|	92.473	93	7	0	1	93	417	509	1.56e-34	134
meta1_5	gi|909637231|emb|LN713503.1|	92.473	93	7	0	1	93	417	509	1.56e-34	134
meta1_5	gi|712138471|gb|KP069496.1|	92.473	93	7	0	1	93	420	512	1.56e-34	134
meta1_5	gi|712138438|gb|KP069485.1|	92.473	93	7	0	1	93	420	512	1.56e-34	134
meta1_9	gi|712138444|gb|KP069487.1|	100.000	100	0	0	1	100	533	632	4.25e-50	185
meta1_9	gi|712138547|gb|KP069521.1|	98.000	100	2	0	1	100	533	632	9.21e-47	174
meta1_9	gi|712138571|gb|KP069529.1|	90.000	100	10	0	1	100	533	632	2.02e-33	130
meta1_9	gi|712138544|gb|KP069520.1|	90.000	100	10	0	1	100	533	632	2.02e-33	130
meta1_9	gi|712138541|gb|KP069519.1|	90.000	100	10	0	1	100	533	632	2.02e-33	130
meta1_9	gi|712138511|gb|KP069509.1|	90.000	100	10	0	1	100	533	632	2.02e-33	130
meta1_9	gi|712138508|gb|KP069508.1|	90.000	100	10	0	1	100	533	632	2.02e-33	130
meta1_9	gi|712138481|gb|KP069499.1|	90.000	100	10	0	1	100	533	632	2.02e-33	130
meta1_10	gi|305390406|gb|HM583800.1|	100.000	100	0	0	1	100	2037	2136	4.25e-50	185
meta1_11	gi|712138496|gb|KP069504.1|	100.000	100	0	0	1	100	494	593	4.25e-50	185
meta1_11	gi|712138474|gb|KP069497.1|	100.000	100	0	0	1	100	494	593	4.25e-50	185
meta1_11	gi|712138568|gb|KP069528.1|	96.000	100	4	0	1	100	494	593	1.99e-43	163
meta1_11	gi|712138571|gb|KP069529.1|	95.000	100	5	0	1	100	494	593	9.27e-42	158
meta1_11	gi|712138562|gb|KP069526.1|	95.000	100	5	0	1	100	494	593	9.27e-42	158
meta1_11	gi|712138547|gb|KP069521.1|	95.000	100	5	0	1	100	494	593	9.27e-42	158
meta1_11	gi|712138544|gb|KP069520.1|	95.000	100	5	0	1	100	494	593	9.27e-42	158
meta1_11	gi|712138541|gb|KP069519.1|	95.000	100	5	0	1	100	494	593	9.27e-42	158
meta1_11	gi|712138508|gb|KP069508.1|	95.000	100	5	0	1	100	494	593	9.27e-42	158
meta1_11	gi|712138481|gb|KP069499.1|	95.000	100	5	0	1	100	494	593	9.27e-42	158
meta1_11	gi|712138465|gb|KP069494.1|	95.000	100	5	0	1	100	494	593	9.27e-42	158
meta1_11	gi|712138511|gb|KP069509.1|	94.000	100	6	0	1	100	494	593	4.31e-40	152
meta1_11	gi|712138432|gb|KP069483.1|	93.478	92	6	0	9	100	502	593	1.21e-35	137
meta1_12	gi|909637271|emb|LN713523.1|	100.000	100	0	0	1	100	191	290	4.25e-50	185
meta1_12	gi|909637251|emb|LN713513.1|	100.000	100	0	0	1	100	197	296	4.25e-50	185
meta1_12	gi|909637226|emb|LN713501.1|	100.000	100	0	0	1	100	194	293	4.25e-50	185
meta1_12	gi|909637265|emb|LN713520.1|	99.000	100	1	0	1	100	188	287	1.98e-48	180
meta1_12	gi|909637255|emb|LN713515.1|	99.000	100	1	0	1	100	191	290	1.98e-48	180
meta1_12	gi|909637233|emb|LN713504.1|	99.000	100	1	0	1	100	197	296	1.98e-48	180
meta1_12	gi|909637279|emb|LN713527.1|	97.000	100	3	0	1	100	194	293	4.28e-45	169
meta1_12	gi|909637273|emb|LN713524.1|	97.000	100	3	0	1	100	191	290	4.28e-45	169
meta1_18	gi|193525394|gb|EU748937.1|	100.000	100	0	0	1	100	358	457	4.25e-50	185
meta1_18	gi|909637275|emb|LN713525.1|	98.000	100	2	0	1	100	358	457	9.21e-47	174
meta1_18	gi|909637259|emb|LN713517.1|	98.000	100	2	0	1	100	352	451	9.21e-47	174
meta1_18	gi|909637239|emb|LN713507.1|	98.000	100	2	0	1	100	352	451	9.21e-47	174
meta1_18	gi|909637231|emb|LN713503.1|	98.000	100	2	0	1	100	352	451	9.21e-47	174
meta1_18	gi|193525405|gb|EU748943.1|	98.000	100	2	0	1	100	361	460	9.21e-47	174
meta1_18	gi|909637277|emb|LN713526.1|	97.000	100	3	0	1	100	355	454	4.28e-45	169
meta1_18	gi|712138471|gb|KP069496.1|	95.000	100	5	0	1	100	355	454	9.27e-42	158
meta1_18	gi|712138438|gb|KP069485.1|	95.000	100	5	0	1	100	355	454	9.27e-42	158
meta1_18	gi|909637261|emb|LN713518.1|	94.000	100	6	0	1	100	361	460	4.31e-40	152
meta1_18	gi|909637247|emb|LN713511.1|	94.000	100	6	0	1	100	355	454	4.31e-40	152
meta1_18	gi|38679|emb|X51500.1|	93.878	98	5	1	4	100	1122	1219	2.01e-38	147
meta1_18	gi|909637279|emb|LN713527.1|	93.878	98	5	1	4	100	360	457	2.01e-38	147
meta1_18	gi|909637233|emb|LN713504.1|	93.878	98	5	1	4	100	363	460	2.01e-38	147
meta1_18	gi|909637265|emb|LN713520.1|	92.857	98	6	1	4	100	354	451	9.34e-37	141
meta1_18	gi|909637255|emb|LN713515.1|	92.857	98	6	1	4	100	357	454	9.34e-37	141
meta1_18	gi|909637251|emb|LN713513.1|	92.857	98	6	1	4	100	363	460	9.34e-37	141
meta1_18	gi|909637226|emb|LN713501.1|	92.857	98	6	1	4	100	360	457	9.34e-37	141
meta1_18	gi|909637271|emb|LN713523.1|	91.837	98	7	1	4	100	357	454	4.34e-35	135
meta1_18	gi|909637273|emb|LN713524.1|	90.816	98	8	1	4	100	357	454	2.02e-33	130
meta1_18	gi|799310232|gb|KM103912.1|	88.000	100	12	0	1	100	403	502	4.38e-30	119
meta1_19	gi|712138547|gb|KP069521.1|	100.000	100	0	0	1	100	474	573	4.25e-50	185
meta1_19	gi|712138444|gb|KP069487.1|	96.970	99	3	0	2	100	475	573	1.54e-44	167
meta1_19	gi|712138562|gb|KP069526.1|	92.929	99	7	0	2	100	475	573	7.22e-38	145
meta1_19	gi|712138571|gb|KP069529.1|	91.919	99	8	0	2	100	475	573	3.36e-36	139
meta1_19	gi|712138544|gb|KP069520.1|	91.919	99	8	0	2	100	475	573	3.36e-36	139
meta1_19	gi|712138541|gb|KP069519.1|	91.919	99	8	0	2	100	475	573	3.36e-36	139
meta1_19	gi|712138508|gb|KP069508.1|	91.919	99	8	0	2	100	475	573	3.36e-36	139
meta1_19	gi|712138481|gb|KP069499.1|	91.919	99	8	0	2	100	475	573	3.36e-36	139
meta1_19	gi|242263531|gb|FJ514071.1|	91.919	99	8	0	2	100	481	579	3.36e-36	139
meta1_19	gi|712138511|gb|KP069509.1|	90.909	99	9	0	2	100	475	573	1.56e-34	134
meta1_19	gi|712138468|gb|KP069495.1|	90.909	99	9	0	2	100	475	573	1.56e-34	134
meta1_19	gi|712138441|gb|KP069486.1|	88.776	98	11	0	2	99	475	572	1.22e-30	121
meta1_19	gi|712138450|gb|KP069489.1|	87.755	98	12	0	2	99	475	572	5.66e-29	115
meta1_21	gi|909637261|emb|LN713518.1|	100.000	100	0	0	1	100	597	696	4.25e-50	185
meta1_21	gi|909637247|emb|LN713511.1|	100.000	100	0	0	1	100	591	690	4.25e-50	185
meta1_24	gi|909637275|emb|LN713525.1|	100.000	100	0	0	1	100	597	696	4.25e-50	185
meta1_24	gi|909637277|emb|LN713526.1|	98.000	100	2	0	1	100	594	693	9.21e-47	174
meta1_24	gi|909637231|emb|LN713503.1|	98.000	100	2	0	1	100	591	690	9.21e-47	174
meta1_24	gi|193525405|gb|EU748943.1|	98.000	100	2	0	1	100	600	699	9.21e-47	174
meta1_24	gi|193525394|gb|EU748937.1|	98.000	100	2	0	1	100	597	696	9.21e-47	174
meta1_24	gi|909637259|emb|LN713517.1|	97.000	100	3	0	1	100	591	690	4.28e-45	169
meta1_24	gi|909637239|emb|LN713507.1|	97.000	100	3	0	1	100	591	690	4.28e-45	169
meta1_38	gi|799310232|gb|KM103912.1|	100.000	100	0	0	1	100	770	869	4.25e-50	185
meta1_46	gi|712138547|gb|KP069521.1|	100.000	100	0	0	1	100	281	380	4.25e-50	185
meta1_46	gi|712138444|gb|KP069487.1|	95.000	100	5	0	1	100	281	380	9.27e-42	158
meta1_48	gi|909637259|emb|LN713517.1|	100.000	100	0	0	1	100	28	127	4.25e-50	185
meta1_48	gi|909637239|emb|LN713507.1|	100.000	100	0	0	1	100	28	127	4.25e-50	185
meta1_48	gi|909637231|emb|LN713503.1|	100.000	100	0	0	1	100	28	127	4.25e-50	185
meta1_48	gi|909637277|emb|LN713526.1|	95.000	100	5	0	1	100	31	130	9.27e-42	158
meta1_48	gi|193525405|gb|EU748943.1|	95.000	100	5	0	1	100	37	136	9.27e-42	158
meta1_48	gi|193525394|gb|EU748937.1|	95.000	100	5	0	1	100	34	133	9.27e-42	158
meta1_48	gi|909637273|emb|LN713524.1|	93.684	95	6	0	1	95	31	125	2.60e-37	143
meta1_48	gi|909637251|emb|LN713513.1|	93.684	95	6	0	1	95	37	131	2.60e-37	143
meta1_51	gi|712138547|gb|KP069521.1|	85.417	96	13	1	3	98	214	308	5.70e-24	99.0
meta1_53	gi|909637241|emb|LN713508.1|	100.000	100	0	0	1	100	636	735	4.25e-50	185
meta1_53	gi|909637229|emb|LN713502.1|	100.000	100	0	0	1	100	630	729	4.25e-50	185
meta1_53	gi|909637279|emb|LN713527.1|	91.919	99	8	0	2	100	637	735	3.36e-36	139
meta1_53	gi|909637265|emb|LN713520.1|	91.919	99	8	0	2	100	631	729	3.36e-36	139
